category,region,loyalty_tier,discount_rate,avg_pred_rev,avg_base,uplift_abs,uplift_pct,n
storage,west,gold,0.2,49.868000076195976,62.314046332724274,-12.446046256528298,0.029606643679134903,100
cleaning,central,bronze,0.15,49.44860285940067,61.89838988072048,-12.449787021319809,-0.07160701516773348,169
personal care,central,bronze,0.1,79.71732339532437,92.3214841889147,-12.604160793590317,-0.047661208973126395,16
personal care,west,gold,0.05,87.05447961774162,99.76014706126458,-12.705667443522943,0.022561308108742493,144
storage,central,gold,0.1,74.3287271270658,87.03737140816011,-12.708644281094301,0.3074014178772564,144
outdoors,east,gold,0.2,51.46382353532639,64.3033882370363,-12.839564701709916,-0.031721236086016694,121
cleaning,south,brnze,0.2,60.898177682377195,73.75623293920454,-12.858055256827342,-0.17433177840611686,1
kitchen,west,silver,0.1,47.91862808145811,60.788347604018824,-12.869719522560718,0.17033284691350656,25
cleaning,east,silver,0.2,60.669327809762144,73.59013057005723,-12.920802760295077,-0.03235385267081914,144
personal care,east,silver,0.1,98.24298809398309,111.18529090315272,-12.942302809169627,-0.11329261700384098,9
personal care,west,gold,0.1,86.4491349676678,99.76014706126458,-13.311012093596775,0.015450795014480375,144
personal care,central,gold,0.1,84.83224128732718,98.15690768114577,-13.324666393818593,-0.026403372876197012,25
personal care,north,gold,0.1,68.67906615477588,82.07018605851798,-13.391119903742101,0.028526617412713763,16
cleaning,north,bronze,0.15,67.16706763721993,80.5747572505364,-13.407689613316457,-0.05998294270671899,81
outdoors,north,bronze,0.1,52.73461946027359,66.1597542049305,-13.425134744656887,0.04921214535797476,36
outdoors,south,gold,0.2,62.17833168026887,75.65009337717092,-13.471761696902037,0.034321017909641295,121
cleaning,east,bronze,0.1,54.979550487561184,68.46992044668927,-13.490369959128083,-0.0538586738602683,49
kitchen,west,silver,0.15,47.25814735974981,60.788347604018824,-13.530200244269018,0.15420170304907146,25
outdoors,north,bronze,0.15,52.48132282319314,66.1597542049305,-13.678431381737347,0.044172535501619294,36
storage,north,gold,0.15,68.09368904909738,81.90065555976102,-13.806966510663628,0.0983996188850839,196
storage,south,silver,0.15,58.36240333996407,72.18510705541705,-13.822703715452976,0.06804666311205292,25
storage,east,bronze,0.1,67.29926525687966,81.26626373436389,-13.966998477484214,-0.08543637704526393,36
kitchen,west,silver,0.2,46.64624553134692,60.788347604018824,-14.142102072671905,0.13925701791223977,25
personal care,south,gold,0.1,85.8303740521846,100.02130279214522,-14.190928739960633,0.004389095779569242,25
kitchen,east,gold,0.2,51.95399132346068,66.18181392227139,-14.227822598810713,-0.04239607478803281,196
outdoors,south,silver,0.2,56.43268347349812,70.74812860101441,-14.315445127516297,0.025267404990136272,36
cleaning,central,bronze,0.2,47.52114692961429,61.89838988072048,-14.377242951106195,-0.10779482352452403,169
cleaning,east,gld,0.2,84.26485315601218,98.84349573484008,-14.578642578827896,-0.14749217913070287,1
personal care,north,silver,0.2,35.70450820069114,50.289696469107845,-14.585188268416708,-0.2900233903256138,9
outdoors,north,silver,0.2,50.34292353812293,64.94879508192118,-14.60587154379824,0.06658895056162933,81
personal care,north,bronze,0.1,95.1395682494134,109.75824012061445,-14.618671871201052,-0.12939566785638915,4
kitchen,east,gold,0.1,51.53982526812161,66.18181392227139,-14.64198865414978,-0.05002988751693378,196
outdoors,central,bronze,0.2,41.87904404918864,56.59837618692808,-14.719332137739435,-0.06394967857329749,25
personal care,north,bronze,0.05,95.0224012539621,109.75824012061445,-14.735838866652337,-0.13046784104049194,4
outdoors,west,gold,0.2,56.71601772923192,71.72302989450256,-15.007012165270629,-0.04434551195025854,64
personal care,central,silver,0.2,35.70745930435744,50.73199897345516,-15.02453966909772,-0.2961550889599109,1
personal care,central,nan,0.2,35.70745930435744,50.73199897345516,-15.02453966909772,-0.2961550889599109,1
cleaning,central,silver,0.2,58.727724396247936,73.84616989656114,-15.1184455003132,-0.0033457209517460933,49
kitchen,east,gold,0.15,50.700425403136,66.18181392227139,-15.48138851913539,-0.06550151125664139,196
storage,south,gold,0.15,68.76797634497987,84.26905385388697,-15.501077508907109,0.038890213873045906,225
outdoors,west,brnze,0.2,98.49336906061805,114.06826791059302,-15.574898849974971,-0.13654015385052234,1
outdoors,north,gold,0.2,57.20946485679054,72.81597887342576,-15.606514016635217,0.02911252074866797,64
personal care,south,gold,0.05,84.39256517945934,100.02130279214522,-15.628737612685887,-0.012436178134562095,25
storage,east,gold,0.15,61.393166568104945,77.0333352746286,-15.640168706523655,-0.0048409646717059674,324
storage,south,silver,0.2,56.51856435833429,72.18510705541705,-15.66654269708276,0.034303945901209124,25
storage,west,silver,0.15,61.9006542256767,77.58525821273416,-15.684603987057463,-0.08160168751799358,49
outdoors,west,brnze,0.1,98.34775226861727,114.06826791059302,-15.720515641975751,-0.13781672966488392,1
outdoors,east,silver,0.2,48.489271775944665,64.36174471209455,-15.872472936149883,-0.14794566075851967,16
personal care,east,bronze,0.15,66.64322215385494,82.7238555225224,-16.080633368667474,-0.08624482930723727,4
storage,north,gold,0.2,65.75341706505888,81.90065555976102,-16.147238494702126,0.060649367852247525,196
outdoors,east,bronze,0.15,59.32753454247117,75.61837843394247,-16.290843891471297,-0.06226360711280852,4
cleaning,north,bronze,0.2,64.18155723117592,80.5747572505364,-16.393200019360474,-0.10176578071248023,81
storage,east,silver,0.15,59.263189852442686,75.71041214435328,-16.44722229191061,0.08041717824071372,25
kitchen,central,silver,0.1,50.49140991869841,66.99792231762478,-16.506512398926375,0.04694408180913959,36
outdoors,east,bronze,0.1,59.036572055838946,75.61837843394247,-16.58180637810353,-0.0668625865712364,4
personal care,east,silver,0.05,94.52468933206539,111.18529090315272,-16.66060157108733,-0.14685270132480877,9
outdoors,north,bronze,0.2,49.47741460887482,66.1597542049305,-16.682339596055662,-0.015593459100421099,36
cleaning,east,gld,0.05,82.15374271593653,98.84349573484008,-16.689753018903545,-0.16885029100625776,1
storage,central,bronze,0.05,85.81662768883903,102.67767803410996,-16.86105034527092,-0.0695024857795688,16
personal care,south,gold,0.15,83.10340460693433,100.02130279214522,-16.917898185210905,-0.02752196607445657,25
kitchen,central,silver,0.15,50.070735505576955,66.99792231762478,-16.927186812047825,0.03822135871831665,36
outdoors,central,silver,0.05,65.53328481021423,82.66757529903151,-17.134290488817264,0.13576398250122873,36
storage,central,gold,0.15,69.82471900580067,87.03737140816011,-17.212652402359428,0.22817839292478867,144
outdoors,east,bronze,0.05,58.25636599455578,75.61837843394247,-17.362012439386692,-0.07919459435242344,4
cleaning,east,bronze,0.2,51.0905111521825,68.46992044668927,-17.379409294506768,-0.12078502741452761,49
storage,south,gold,0.2,66.74049130565056,84.26905385388697,-17.528562548236415,0.008260631935566205,225
outdoors,central,silver,0.1,65.1301327299598,82.66757529903151,-17.53744256907171,0.1287769130517194,36
cleaning,east,bronze,0.15,50.80817097308866,68.46992044668927,-17.66174947360061,-0.12564381052754733,49
personal care,east,bronze,0.1,64.99671456827483,82.7238555225224,-17.72714095424758,-0.10882034068385296,4
storage,east,gold,0.2,59.16818124904433,77.0333352746286,-17.865154025584268,-0.04090709983806354,324
storage,north,bronze,0.15,72.16241062970904,90.06792065640839,-17.90551002669936,-0.15811771922156984,9
personal care,north,gold,0.15,64.09305553413272,82.07018605851798,-17.977130524385267,-0.04015273795940194,16
kitchen,central,silver,0.2,48.870714158524976,66.99792231762478,-18.127208159099805,0.013338804450893856,36
storage,east,bronze,0.15,63.026381197495326,81.26626373436389,-18.239882536868564,-0.1435027513347902,36
storage,north,silver,0.15,71.25692494634555,89.7389583309199,-18.482033384574354,-0.18443904884802484,16
personal care,west,silver,0.1,92.51736368102165,111.08498256301601,-18.567618881994363,-0.046083670599092096,25
outdoors,central,silver,0.15,64.00335871099382,82.66757529903151,-18.664216588037682,0.10924867864586157,36
personal care,west,silver,0.15,92.24180398630608,111.08498256301601,-18.843178576709935,-0.0489248766392922,25
personal care,east,silver,0.15,92.33680283001235,111.18529090315272,-18.84848807314036,-0.16659981154780162,9
storage,west,bronze,0.15,68.0062567025707,86.98396608759703,-18.977709385026316,0.10333450346993525,25
outdoors,east,bronze,0.2,56.27399637680917,75.61837843394247,-19.3443820571333,-0.1105281083615736,4
personal care,west,gold,0.15,79.95978524060656,99.76014706126458,-19.80036182065799,-0.06077455231763403,144
storage,west,silver,0.2,57.66363109201599,77.58525821273416,-19.921627120718174,-0.14446491480658497,49
personal care,east,bronze,0.05,62.66241576569145,82.7238555225224,-20.061439756830953,-0.14082626014372263,4
personal care,north,bronze,0.15,89.6479687322095,109.75824012061445,-20.110271388404932,-0.17964826431070338,4
storage,east,silver,0.2,55.372186913267484,75.71041214435328,-20.3382252310858,0.009480962580754433,25
storage,central,bronze,0.1,82.23565397492735,102.67767803410996,-20.44202405918261,-0.10833047551793616,16
personal care,central,bronze,0.15,71.62981815509313,92.3214841889147,-20.691666033821555,-0.144278162915625,16
storage,central,silver,0.15,65.84004213673326,86.55190072042157,-20.711858583688308,0.1355534752825814,64
storage,east,bronze,0.2,60.39231815752209,81.26626373436389,-20.87394557684179,-0.17929836110458366,36
personal care,east,gold,0.15,57.56164488910502,78.76415400246626,-21.20250911336124,-0.1602753423963223,36
personal care,south,bronze,0.15,97.99405065711275,119.5735311539981,-21.579480496885353,-0.18047037909328995,1
storage,central,gold,0.2,65.40569755893051,87.03737140816011,-21.631673849229585,0.15045023681912223,144
personal care,west,bronze,0.15,102.96718147430249,125.10316570839527,-22.135984234092774,-0.17694183923122977,1
storage,north,bronze,0.2,67.89938120554834,90.06792065640839,-22.16853945086006,-0.20785232347494276,9
personal care,west,silver,0.05,88.78189116095992,111.08498256301601,-22.303091402056108,-0.08459890809765269,25
storage,north,silver,0.2,66.65147353192413,89.7389583309199,-23.087484798995767,-0.23715008484709324,16
storage,west,bronze,0.2,63.81402709052315,86.98396608759703,-23.169938997073864,0.03531970892433873,25
personal care,west,bronze,0.1,100.74266124893006,125.10316570839527,-24.360504459465204,-0.19472332551717714,1
outdoors,central,silver,0.2,58.241650822581654,82.66757529903151,-24.42592447644984,0.009391936895419414,36
personal care,south,bronze,0.1,94.17168923315668,119.5735311539981,-25.40184192084142,-0.2124369973495767,1
storage,central,silver,0.2,61.05198115869859,86.55190072042157,-25.499919561722976,0.052973040838437395,64
personal care,east,gold,0.2,52.997503092926465,78.76415400246626,-25.76665090953979,-0.22685826257579914,36
storage,central,bronze,0.15,76.80622905403632,102.67767803410996,-25.87144898007363,-0.1672009593460091,16
personal care,east,bronze,0.2,55.381354360956266,82.7238555225224,-27.342501161566137,-0.24065798033499253,4
personal care,west,bronze,0.05,97.05613632237662,125.10316570839527,-28.04702938601865,-0.2241912043328613,1
personal care,central,gold,0.15,70.05635840326521,98.15690768114577,-28.10054927788056,-0.1959821735821039,25
personal care,north,gold,0.2,52.823697888453324,82.07018605851798,-29.246488170064655,-0.208920820414156,16
personal care,south,bronze,0.05,88.96915175204411,119.5735311539981,-30.60437940195399,-0.2559461036785706,1
personal care,central,bronze,0.2,61.570044142390095,92.3214841889147,-30.751440046524593,-0.26445672151764504,16
storage,central,bronze,0.2,68.57177014332002,102.67767803410996,-34.10590789078993,-0.2564860286120006,16
personal care,north,bronze,0.2,74.42002131901894,109.75824012061445,-35.3382188015955,-0.31899635292955775,4
personal care,south,gold,0.2,64.31822415928659,100.02130279214522,-35.703078632858634,-0.24734659823087118,25
personal care,east,silver,0.2,72.87294405672003,111.18529090315272,-38.31234684643269,-0.34227389893775845,9
personal care,central,gold,0.2,59.16331490639452,98.15690768114577,-38.99359277475125,-0.3209986796501864,25
personal care,west,gold,0.2,59.82465986678801,99.76014706126458,-39.935487194476565,-0.29728621985724846,144
personal care,south,bronze,0.2,76.16727379704398,119.5735311539981,-43.40625735695413,-0.36300891123681417,1
personal care,west,silver,0.2,62.07696172988016,111.08498256301601,-49.00802083313586,-0.35994471613035045,25
personal care,west,bronze,0.2,71.5462597564148,125.10316570839527,-53.55690595198047,-0.4281019241097145,1
